from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
TNFRSF1A,TNFRSF1B,0.97,0.969072164948454,True,supported,0.6,conflicting,"The literature strongly supports a relationship between TNFRSF1A (TNF-R1) and TNFRSF1B (TNF-R2), with extensive evidence of interactions, cross-talk, and complex formation from both PubMed abstracts and INDRA statements. However, the directional evidence is conflicting: INDRA shows equal counts of forward (25) and reverse (25) directional statements with similar type distributions, and the PubMed abstracts primarily describe bidirectional cross-talk and functional interactions rather than a clear unidirectional regulatory relationship where TNF-R1 specifically regulates TNF-R2.","26993379, 18825372, 20704259, 20194223, 19446337",conflicting,25.0,25.0,25.0,"10685004, 11164894, 12700600, 17010968, 18457972, 18544042, 19671449, 19788501, 19956564, 20646763, 22177419, 22507528, 22568977, 23029405, 23402793, 24508087, 24520376, 24703938, 25860248, 26005049, 26177311, 26578976, 26757107, 26909869, 27428882, 27458112, 27513655, 27517315, 27652081, 27747245, 29685497, 29740434, 30206205, 30354202, 30703869, 30731109, 31810488, 31885495, 31973181, 32020859, 32234829, 33603056, 33678123, 33824270, 33868599, 37841418, 39637913, 9069264","10685004, 11164894, 11239407, 12700600, 16631207, 17010968, 18457972, 19671449, 19956564, 20395596, 20463877, 20646763, 20673807, 21152396, 22177419, 22507528, 22568977, 23029405, 23840967, 23869211, 24508087, 25860248, 26005049, 26177311, 26578976, 26757107, 27428882, 27458112, 27517315, 27652081, 27895617, 28217129, 29685497, 29740434, 30354202, 31885495, 31973181, 32020859, 32234829, 33569512, 33603056, 33678123, 33824270, 33868599, 35979166, 36923938, 37841418, 38428465, 9069264","11164894, 11239407, 16631207, 18457972, 18544042, 19671449, 19788501, 19956564, 20395596, 20463877, 20646763, 20673807, 21152396, 22177419, 22507528, 22568977, 23029405, 23402793, 23840967, 23869211, 24508087, 24520376, 24703938, 25860248, 26005049, 26177311, 26578976, 26757107, 26909869, 27428882, 27458112, 27513655, 27517315, 27652081, 27747245, 27895617, 28217129, 29685497, 29740434, 30206205, 30731109, 31810488, 31885495, 31973181, 32020859, 32234829, 33569512, 33603056, 33678123, 33824270, 33868599, 35979166, 36923938, 37841418, 38428465, 39637913, 9069264",(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.)
VEGFA,triglycerides,0.97,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Vascular Endothelial Growth Factor A -- drives blood vessel formation (angiogenesis).) AND (Triglycerides -- blood fat level (lipid panel).)
creatinine,bun,0.96,0.9375,True,supported,0.6,supports_reverse_direction,"INDRA statements provide evidence for a relationship between these entities (1 IncreaseAmount statement), but the directional evidence supports the reverse direction (BUN -> creatinine) rather than the proposed direction. No PubMed abstracts were retrieved to provide additional context or contradict this finding.",,reverse,0.0,1.0,1.0,,24088987,24088987,"(Creatinine -- waste product of muscle metabolism, kidney function marker.) AND (Blood urea nitrogen -- kidney function marker.)"
IL10,protein,0.96,1.0,True,inconclusive,0.3,supports_reverse_direction,"The PubMed abstract (PMID 19927353) does not directly address a relationship between IL10 and total serum protein. INDRA statements show 0 forward statements (IL10->protein) but 1 reverse statement (protein->IL10) with Activation type, suggesting protein activates IL10 rather than the proposed direction. The evidence is limited but favors the reverse direction over the proposed edge.",,reverse,0.0,1.0,1.0,,"31319889, 37797491","31319889, 37797491",(Interleukin-10 -- major anti-inflammatory/regulatory cytokine.) AND (Total serum protein.)
GDF15,TNFRSF1A,0.96,0.989583333333333,True,supported,0.4,no_directional_evidence,"INDRA reports 2 Complex formation statements appearing in both forward and reverse directions, which are inherently undirected relationships. Complex formation does not imply causality or direction, only physical interaction. With no PubMed abstracts retrieved and only symmetric undirected evidence from INDRA, there is support for a relationship existing but no evidence favoring the proposed GDF15->TNFRSF1A direction over the reverse.",,conflicting,2.0,2.0,2.0,"36508390, 37997735","36508390, 37997735","36508390, 37997735","(Growth Differentiation Factor 15 -- stress-response cytokine, marker of aging/mitochondrial stress.) AND (TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.)"
IL1RN,CCL4,0.95,0.71578947368421,True,supported,0.4,conflicting,"INDRA evidence confirms a relationship exists between IL1RN and CCL4, with 2 forward statements (1 Activation, 1 Complex) and 1 reverse statement (Complex). The forward direction has one directional Activation statement supporting IL1RN->CCL4, but the presence of Complex relationships in both directions and lack of PubMed abstracts makes directional determination uncertain and conflicting.",,conflicting,2.0,1.0,2.0,"21687657, 35415891",21687657,"21687657, 35415891","(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (MIP-1beta -- chemokine, recruits immune cells.)"
age_group,total_chol,0.95,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (Total cholesterol (lipid panel).)
IL6,mpv,0.95,0.757894736842105,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Interleukin-6 -- major pro-inflammatory cytokine.) AND (Mean platelet volume -- average size of platelets (CBC).)
CCL11,CCL8,0.95,1.0,True,supported,0.4,no_directional_evidence,"The INDRA data shows 8 statements in both forward and reverse directions, all of type ""Complex"" (non-directional), indicating CCL11 and CCL8 interact but without directional causality. PubMed abstracts discuss CCL11 (eotaxin) and related chemokines like MCP-2 and MCP-4, but none specifically address a directional relationship between CCL11 and CCL8. The Complex formation evidence supports a relationship exists, but provides no basis to favor CCL11->CCL8 over the reverse direction.",,conflicting,8.0,8.0,8.0,"18602166, 27834814, 28212753, 28381538, 28655871, 32157087, 32296423, 34767039","18602166, 27834814, 28212753, 28381538, 28655871, 32157087, 32296423, 34767039","18602166, 27834814, 28212753, 28381538, 28655871, 32157087, 32296423, 34767039","(Eotaxin-1 -- chemokine that recruits eosinophils.) AND (MCP-2 -- chemokine, recruits monocytes.)"
sex,creatinine,0.94,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Biological sex (demographic covariate).) AND (Creatinine -- waste product of muscle metabolism, kidney function marker.)"
rdw,weight,0.94,0.553191489361702,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Red cell distribution width -- variability in red blood cell size (CBC).) AND (Body weight (anthropometric covariate).)
bun,FGF21,0.93,0.838709677419355,True,inconclusive,0.3,no_directional_evidence,"INDRA reports 1 Complex statement appearing in both forward and reverse directions, which is a non-directional relationship type that doesn't support causality in either direction. No PubMed abstracts were retrieved to provide additional context or directional evidence. The Complex relationship suggests the entities may interact but provides no basis for determining directionality.",,conflicting,1.0,1.0,1.0,21525989,21525989,21525989,(Blood urea nitrogen -- kidney function marker.) AND (Fibroblast Growth Factor 21 -- metabolic hormone (fasting/stress response).)
