from,to,strength,direction,in_final_dag,verdict,confidence_score,direction_assessment,rationale,pubmed_references,indra_direction_signal,indra_forward_statement_count,indra_reverse_statement_count,indra_undirected_statement_count,indra_forward_pmids,indra_reverse_pmids,indra_undirected_pmids,search_query
TNFRSF1A,IGFBP7,0.96,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)
LAG3,IGFBP7,0.96,0.78125,True,supported,0.4,no_directional_evidence,"INDRA reports one Complex formation statement (PMID 32125906) that appears in forward, reverse, and undirected categories, indicating a physical interaction but no directional causality. Complex formation is inherently bidirectional/symmetric and does not support either direction. No PubMed abstracts were retrieved to provide additional context or directional evidence.",,conflicting,1.0,1.0,1.0,32125906,32125906,32125906,"(LAG-3 -- immune checkpoint receptor, dampens T cell activity.) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)"
LEP,FGF21,0.96,0.78125,True,supported,0.4,conflicting,"The INDRA database provides strong evidence that LEP and FGF21 interact (6 forward statements, 9 reverse statements, plus 12 undirected statements from multiple sources). However, the directional evidence is conflicting: while there are 6 forward statements supporting LEP->FGF21, there are 9 reverse statements supporting FGF21->LEP, suggesting bidirectional or context-dependent regulation. No PubMed abstracts were retrieved to provide additional context or support for the proposed direction.",,conflicting,6.0,9.0,12.0,"22136913, 22792234, 23193213, 25670497, 28139438, 29891216, 33924880, 33925808, 34015901, 35605662, 35944896, 37657012, 41596403","22136913, 24072813, 25670497, 28090343, 28139438, 28380381, 29891216, 32328611, 32698539, 32917830, 33677937, 33925808, 34015901, 37657012, 37935033, 38092892, 39608059, 40331190, 41596403","22136913, 22792234, 23193213, 24072813, 25670497, 28090343, 28139438, 28380381, 29891216, 32328611, 32698539, 32917830, 33677937, 33924880, 33925808, 34015901, 35605662, 35944896, 37657012, 37935033, 38092892, 39608059, 40331190, 41596403",(Leptin -- hormone from fat tissue that regulates appetite/energy balance.) AND (Fibroblast Growth Factor 21 -- metabolic hormone (fasting/stress response).)
TNFRSF1B,PDCD1,0.94,0.845744680851064,True,supported,0.6,supports_reverse_direction,"INDRA provides evidence for a relationship between these entities (1 DecreaseAmount statement), but the directional signal supports the reverse direction (PDCD1 -> TNFRSF1B) rather than the proposed direction (TNFRSF1B -> PDCD1). No PubMed abstracts were retrieved to provide additional context or support for the proposed direction.",,reverse,0.0,1.0,1.0,,35494080,35494080,"(TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.) AND (PD-1 -- immune checkpoint receptor on T cells, dampens T cell activity.)"
sex,IGFBP7,0.94,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Biological sex (demographic covariate).) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)
GDF15,TNFRSF1A,0.93,0.989247311827957,True,supported,0.4,no_directional_evidence,"INDRA reports 2 statements in each direction (forward and reverse), all of type ""Complex"" formation. Complex formation is inherently non-directional and does not imply causal influence in either direction. While this supports that GDF15 and TNFRSF1A interact or associate, there is no evidence favoring the proposed GDF15 -> TNFRSF1A direction over the reverse. No PubMed abstracts were retrieved to provide additional context.",,conflicting,2.0,2.0,2.0,"36508390, 37997735","36508390, 37997735","36508390, 37997735","(Growth Differentiation Factor 15 -- stress-response cytokine, marker of aging/mitochondrial stress.) AND (TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.)"
TNFRSF1B,CCL3,0.92,0.945652173913043,True,supported,0.5,conflicting,"INDRA evidence confirms a relationship exists between TNFRSF1B and CCL3 (2 forward statements including 1 Inhibition and 1 Complex, plus 1 reverse Complex statement). However, the directional evidence is mixed: the forward direction shows one mechanistic Inhibition statement plus one undirected Complex, while the reverse shows one Complex statement. The Complex statements are undirected by nature and don't strongly favor either direction, leaving only the single Inhibition statement favoring the proposed direction against no mechanistic reverse statements. Without PubMed abstracts to provide additional context, confidence remains moderate.",,conflicting,2.0,1.0,2.0,"34592754, 37041527",37041527,"34592754, 37041527","(TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.) AND (MIP-1alpha -- chemokine, recruits immune cells.)"
sex,HAVCR2,0.91,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Biological sex (demographic covariate).) AND (TIM-3 -- immune checkpoint receptor, marks exhausted T/NK cells.)"
age_group,IL10,0.9,1.0,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Binned/categorical age group (demographic covariate).) AND (Interleukin-10 -- major anti-inflammatory/regulatory cytokine.)
IL15,KLRD1,0.9,0.755555555555556,True,supported,0.55,conflicting,"INDRA provides strong evidence that IL15 and KLRD1 interact (5 forward statements, 3 reverse statements, plus 7 undirected statements across 9 PMIDs), confirming a relationship exists. However, the directional evidence is conflicting: 5 forward statements (IL15->KLRD1) include diverse interaction types (IncreaseAmount, Activation, DecreaseAmount, Inhibition, Complex), while 3 reverse statements (KLRD1->IL15) also show causal relationships (IncreaseAmount, Activation, Complex). The INDRA direction signal explicitly indicates ""conflicting,"" and without PubMed abstracts to provide additional context, we cannot confidently favor one direction over the other.",,conflicting,5.0,3.0,7.0,"10784586, 18234356, 18295962, 20670688, 24942692, 26090475, 29023581, 32509601, 33300130","26090475, 33300130, 38263527","10784586, 18234356, 18295962, 20670688, 24942692, 26090475, 29023581, 32509601, 33300130, 38263527",(Interleukin-15 -- cytokine supporting NK and memory T cell homeostasis.) AND (CD94 -- NK cell surface receptor.)
TNFRSF1A,IL6,0.9,0.977777777777778,True,supported,0.55,supports_proposed_direction,"INDRA provides strong evidence for a relationship between TNFRSF1A and IL6 (19 undirected statements confirming interaction). For directionality, forward statements (TNFRSF1A -> IL6) slightly outnumber reverse statements (14 vs 12), with forward showing more activating/increasing mechanisms (4 Activation + 1 IncreaseAmount) versus reverse showing more inhibitory patterns (3 Inhibition). This modestly supports the proposed direction, though the evidence is somewhat conflicting given the similar counts in both directions.",,conflicting,14.0,12.0,19.0,"11562425, 16678037, 17070836, 17114246, 18938092, 20370892, 21191629, 21282379, 21410936, 27057100, 27750040, 28849198, 29260199, 29382797, 30914326, 31167397, 31926126, 32235173, 32327345, 32695109, 33144895, 37995395","11232179, 12763364, 21282379, 27057100, 27750040, 29260199, 29494909, 30914326, 31167397, 32235173, 32298194, 32695109, 33144895, 35682957, 37041130, 39774843","11232179, 11562425, 12763364, 16678037, 17070836, 17114246, 18938092, 20370892, 21191629, 21282379, 21410936, 27057100, 27750040, 28849198, 29260199, 29382797, 29494909, 30914326, 31167397, 31926126, 32235173, 32298194, 32327345, 32695109, 33144895, 35682957, 37041130, 37995395, 39774843",(TNF Receptor 1 (TNF-R1) -- receptor mediating TNF signaling.) AND (Interleukin-6 -- major pro-inflammatory cytokine.)
CXCL8,CCL11,0.88,0.522727272727273,True,supported,0.45,supports_reverse_direction,"The literature clearly supports a relationship between CXCL8 and CCL11. However, the evidence more strongly supports the reverse direction (CCL11 -> CXCL8) rather than the proposed direction. PMID 11884459 demonstrates that eotaxin/CCL11 suppresses IL-8/CXCL8 secretion from endothelial cells, showing CCL11 regulating CXCL8. INDRA data shows 10 reverse directional statements versus 8 forward statements (excluding undirected Complex formation), with the reverse including inhibition and activation mechanisms. The proposed direction has limited mechanistic support.","11884459, 18380907",conflicting,8.0,10.0,12.0,"16464446, 20164782, 25450766, 28192415, 29218043, 31780824, 32174850, 33237823, 36184636","10233874, 11884459, 12204895, 16464446, 20164782, 25450766, 28751819, 29218043, 29678603, 31780824, 33237823, 36184636, 36635572, 37860000","10233874, 11884459, 12204895, 16464446, 20164782, 25450766, 28192415, 28751819, 29218043, 29678603, 31780824, 32174850, 33237823, 36184636, 36635572, 37860000",(Interleukin-8 -- chemokine that recruits neutrophils.) AND (Eotaxin-1 -- chemokine that recruits eosinophils.)
CXCL8,CD8A,0.88,0.704545454545455,True,supported,0.65,supports_proposed_direction,"INDRA provides 1 forward directional statement (Activation) from CXCL8 to CD8A and 0 reverse statements, yielding a clear forward direction signal. While no PubMed abstracts were retrieved for additional context, the INDRA causal statement from curated sources supports both the existence of a relationship and the proposed direction from CXCL8 to CD8A.",,forward,1.0,0.0,1.0,1971531,,1971531,(Interleukin-8 -- chemokine that recruits neutrophils.) AND (CD8-alpha -- surface marker defining cytotoxic T cells.)
CXCL9,KLRD1,0.88,0.977272727272727,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(MIG -- interferon-gamma-induced chemokine, recruits T cells.) AND (CD94 -- NK cell surface receptor.)"
CCL11,CCL8,0.86,0.976744186046512,True,supported,0.4,no_directional_evidence,"The INDRA evidence shows 8 forward and 8 reverse Complex statements (bidirectional), indicating a relationship exists between CCL11 and CCL8 but with no directional preference. The PubMed abstracts discuss CCL11 (eotaxin) and various chemokines in similar contexts (co-expression, co-regulation by cytokines, shared receptors like CCR3) but do not describe any causal relationship from CCL11 to CCL8 specifically. Complex formation is inherently symmetric and does not support directionality.",,conflicting,8.0,8.0,8.0,"18602166, 27834814, 28212753, 28381538, 28655871, 32157087, 32296423, 34767039","18602166, 27834814, 28212753, 28381538, 28655871, 32157087, 32296423, 34767039","18602166, 27834814, 28212753, 28381538, 28655871, 32157087, 32296423, 34767039","(Eotaxin-1 -- chemokine that recruits eosinophils.) AND (MCP-2 -- chemokine, recruits monocytes.)"
CXCL10,IGFBP7,0.85,1.0,True,supported,0.3,supports_reverse_direction,"INDRA evidence confirms a relationship exists between CXCL10 and IGFBP7 (Complex formation in both directions plus an Activation statement). However, the directional evidence favors the reverse: 2 reverse statements (1 Complex, 1 Activation) versus 1 forward statement (Complex only). The Activation statement specifically supports IGFBP7 -> CXCL10. No PubMed abstracts were retrieved to provide additional context or support.",,conflicting,1.0,2.0,2.0,12847218,"12847218, 38626308","12847218, 38626308","(IP-10 -- interferon-induced chemokine, recruits T cells.) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)"
CXCL10,TNF,0.82,0.975609756097561,True,supported,0.6,conflicting,"The INDRA database shows strong evidence for a relationship between CXCL10 and TNF with 25 forward statements and 25 reverse statements, indicating these molecules interact. However, the directional evidence is perfectly balanced (25 forward vs 25 reverse statements with similar statement types in both directions), suggesting bidirectional or context-dependent regulation rather than a clear unidirectional relationship. Without PubMed abstracts to provide additional context, the evidence supports a relationship exists but does not favor the proposed CXCL10->TNF direction over TNF->CXCL10.",,conflicting,25.0,25.0,25.0,"19607809, 20532209, 21221121, 22053613, 22989785, 24970922, 25038626, 25048951, 25545378, 25793917, 26568760, 26645045, 26684789, 26881918, 27215082, 27622765, 27808111, 29535722, 30867251, 30947382, 31078059, 31964363, 32983153, 33203088, 33969227, 34531754, 34685582, 34957382, 36613458, 36837716, 38567200, 38575988, 39346534, 39749215","16253303, 17505511, 17763275, 20627090, 22053613, 24204948, 24970922, 25038626, 25545378, 25793917, 26419927, 26568760, 26645045, 26684789, 26881918, 27215082, 27418099, 27808111, 29535722, 30867251, 30947382, 31078059, 31964363, 32150861, 32983153, 33203088, 33414477, 33708109, 33969227, 34685582, 34758308, 34957382, 36366313, 39749215","16253303, 17505511, 17763275, 19607809, 20532209, 20627090, 21221121, 22053613, 22989785, 24204948, 24970922, 25038626, 25048951, 25545378, 25793917, 26419927, 26568760, 26684789, 26881918, 27215082, 27418099, 27622765, 27808111, 29535722, 31078059, 31964363, 32150861, 32983153, 33203088, 33414477, 33708109, 34531754, 34685582, 34758308, 34957382, 36366313, 36613458, 36837716, 38567200, 38575988, 39346534, 39749215","(IP-10 -- interferon-induced chemokine, recruits T cells.) AND (Tumor Necrosis Factor (alpha) -- major pro-inflammatory cytokine.)"
HAVCR2,CD274,0.81,1.0,True,supported,0.6,conflicting,"INDRA evidence strongly supports a relationship between HAVCR2 and CD274 with 23 forward statements and 22 reverse statements, predominantly involving complex formation. However, the near-equal counts of forward vs reverse directional statements (23 vs 22), along with similar distributions of activation/inhibition types in both directions, indicate conflicting evidence for the proposed direction. Without PubMed abstracts to provide additional directional context, the evidence supports a relationship but cannot reliably distinguish the proposed direction from the reverse.",,conflicting,23.0,22.0,25.0,"22168579, 25554478, 25869387, 27197067, 29484121, 30911684, 31007846, 31428092, 32157421, 32612110, 32801772, 33664747, 33692029, 34336706, 34659345, 35047494, 35082969, 35529882, 35558161, 35812458, 36222286, 36480166, 36728945, 36986829, 37056754, 39175124, 39421736","22168579, 25869387, 27197067, 29484121, 30777870, 30911684, 31007846, 31428092, 32157421, 32612110, 32801772, 33664747, 33692029, 34094935, 34336706, 34504800, 34659345, 35047494, 35082969, 35651800, 36222286, 36319998, 36480166, 37056754, 37190310, 37567938, 40051497","22168579, 25554478, 25869387, 27197067, 29484121, 30777870, 30911684, 31007846, 31428092, 32157421, 32612110, 33664747, 33692029, 34094935, 34336706, 34504800, 34659345, 35047494, 35082969, 35529882, 35558161, 35651800, 35812458, 36222286, 36319998, 36480166, 36728945, 36986829, 37056754, 37190310, 37567938, 39175124, 39421736, 40051497","(TIM-3 -- immune checkpoint receptor, marks exhausted T/NK cells.) AND (PD-L1 -- immune checkpoint ligand, binds PD-1 to dampen T cell activity.)"
IL6,LEP,0.78,1.0,True,supported,0.7,conflicting,"INDRA provides strong evidence that IL6 and LEP are related (50 unique directional statements plus many undirected ones). However, the directional evidence is precisely balanced: 25 forward statements (IL6->LEP) versus 25 reverse statements (LEP->IL6), with similar distributions of statement types in both directions. This symmetric pattern indicates bidirectional regulatory relationships rather than supporting the proposed unidirectional edge from IL6 to LEP over the reverse.",,conflicting,25.0,25.0,25.0,"15256287, 18525209, 19825871, 19942621, 20078375, 20564347, 20581244, 21085476, 21331287, 21666969, 21885852, 21991887, 22476915, 22511581, 22577092, 22902209, 23352378, 23476686, 23535025, 24155680, 24278869, 25258707, 25264363, 25598824, 25975416, 25988614, 26244048, 26481668, 27977529, 28514752, 29088874, 29453342, 30279696, 30340925, 31555578, 32439326, 32747382, 32819324, 33572989, 36621562, 36766577, 38474283, 39072314, 39391513, 40181286","15256287, 19688109, 19825871, 19902173, 19942621, 20078375, 20150963, 20564347, 20581244, 20619458, 21085476, 21331287, 21666969, 21885852, 22511581, 22577092, 22902209, 23352378, 23535025, 24155680, 24278869, 24325936, 25264363, 25598824, 25975416, 25988614, 26244048, 27366905, 27977529, 28182687, 29088874, 29453342, 30279696, 30597628, 30600742, 30618812, 32732304, 32747382, 32819324, 33735200, 35479080, 36703634, 37500074, 38133765, 39186956, 40181286","15256287, 19688109, 19825871, 19902173, 20078375, 20150963, 20619458, 21331287, 21666969, 21885852, 21991887, 22476915, 22511581, 22577092, 22902209, 23352378, 23476686, 24155680, 24278869, 24325936, 25258707, 25264363, 25598824, 25975416, 25988614, 26244048, 26481668, 27366905, 27977529, 28182687, 28514752, 29088874, 29453342, 30279696, 30340925, 30597628, 30600742, 30618812, 31555578, 32439326, 32732304, 32819324, 33572989, 33735200, 35479080, 36621562, 36703634, 36766577, 37500074, 38133765, 38474283, 39072314, 39186956, 39391513, 40181286",(Interleukin-6 -- major pro-inflammatory cytokine.) AND (Leptin -- hormone from fat tissue that regulates appetite/energy balance.)
CXCL11,GZMA,0.78,0.833333333333333,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(I-TAC -- interferon-induced chemokine, recruits T cells.) AND (Granzyme A -- cytotoxic enzyme released by NK/T cells.)"
IL1RN,CCL4,0.78,0.67948717948718,True,supported,0.4,conflicting,"INDRA statements provide evidence for a relationship between IL1RN and CCL4 (2 forward statements including 1 Activation, 1 reverse Complex statement). However, the evidence is conflicting: while there is one directional Activation statement supporting IL1RN->CCL4, the Complex statements are inherently bidirectional and one is explicitly listed as reverse. With no PubMed abstracts retrieved and mixed INDRA directional signals, confidence in the proposed direction is low.",,conflicting,2.0,1.0,2.0,"21687657, 35415891",21687657,"21687657, 35415891","(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (MIP-1beta -- chemokine, recruits immune cells.)"
IL7,IGFBP7,0.77,0.649350649350649,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Interleukin-7 -- cytokine required for lymphocyte development/survival.) AND (Insulin-like Growth Factor Binding Protein 7 -- senescence/growth-regulatory protein.)
IL15,CXCL10,0.74,0.932432432432432,True,supported,0.55,conflicting,"INDRA statements provide evidence for a relationship between IL15 and CXCL10, with 7 forward directional statements (including Activation and IncreaseAmount) versus 5 reverse directional statements (including Activation). While there is slightly more evidence for the proposed IL15->CXCL10 direction, the presence of substantial reverse evidence (5 statements) indicates conflicting directional signals. No PubMed abstracts were retrieved to provide additional context or clarification.",,conflicting,7.0,5.0,8.0,"19825843, 22015344, 23717702, 23958185, 24586509, 32461349, 33553467, 37644007, 38812569, 39604727","22015344, 23717702, 23958185, 33553467, 35706028","19825843, 22015344, 23717702, 23958185, 24586509, 32461349, 33553467, 35706028, 37644007, 38812569, 39604727","(Interleukin-15 -- cytokine supporting NK and memory T cell homeostasis.) AND (IP-10 -- interferon-induced chemokine, recruits T cells.)"
IL1RN,CCL2,0.72,1.0,True,supported,0.55,conflicting,"INDRA provides strong evidence for a relationship between IL1RN and CCL2 with 15 total statements (excluding pure undirected). However, the directional evidence is conflicting: 14 forward statements (IL1RN->CCL2) versus 11 reverse statements (CCL2->IL1RN), with the majority being Complex formations (non-directional). The forward direction has slightly more support and includes diverse causal types (DecreaseAmount, Activation, IncreaseAmount, Inhibition), while reverse has primarily Complex plus one Activation. Without PubMed abstracts to provide additional context, and given the similar counts, the directional signal remains genuinely conflicting despite a slight numerical edge for the proposed direction.",,conflicting,14.0,11.0,15.0,"16078996, 17375077, 22000099, 22036516, 24340078, 26108163, 27217154, 27986554, 30191960, 30778653, 31217483, 33491070, 34516920, 35602933, 38547441, 38782951, 39830040, 40666507","16078996, 17375077, 22000099, 22036516, 24340078, 26108163, 27217154, 29922283, 30778653, 31217483, 34516920, 38547441, 39830040, 40666507","16078996, 17375077, 22000099, 22036516, 24340078, 26108163, 27217154, 27986554, 29922283, 30191960, 30778653, 31217483, 33491070, 34516920, 35602933, 38547441, 38782951, 39830040, 40666507",(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (MCP-1 -- chemokine that recruits monocytes.)
CCL3,CCL4,0.71,0.676056338028169,True,supported,0.85,conflicting,"The literature strongly supports a relationship between CCL3 and CCL4, as they are consistently co-expressed chemokines that function together in immune cell recruitment (particularly via CCR5). However, the INDRA statements show equal counts for forward (25) and reverse (25) directional statements with similar types (Complex, Activation, Inhibition, IncreaseAmount), indicating no clear directional preference. The PubMed abstracts describe CCL3 and CCL4 as coordinated chemokines recruited together but do not establish a causal direction between them.","38775335, 40969764, 40779011, 41711559, 39751930",conflicting,25.0,25.0,25.0,"15153561, 16545485, 18678732, 19339947, 20046229, 20598516, 20621365, 21083525, 21152192, 22359547, 22934264, 23028638, 23166561, 23299481, 23632061, 24425712, 24639355, 24736562, 26358140, 26671708, 27052181, 27079147, 27375615, 28190711, 28792472, 28910354, 30591657, 30828330, 30873179, 30977191, 31333668, 31679840, 32089164, 32296423, 32395369, 32990354, 33361824, 33406733, 33615197, 34764955, 36157440, 36729338, 38213728, 38444507, 9560257","10572085, 15153561, 16545485, 16678487, 18678732, 19175917, 19339947, 19945727, 20046229, 20598516, 21083525, 21152192, 22359547, 22934264, 23028638, 23166561, 23632061, 24425712, 24428610, 24736562, 26358140, 26671708, 27052181, 27375615, 28190711, 28792472, 28910354, 30337675, 30591657, 30828330, 30873179, 30977191, 31333668, 31679840, 32089164, 32296423, 32395369, 32990354, 33406733, 34764955, 36073921, 36157440, 36729338, 38213728, 9560257","10572085, 15153561, 16545485, 16678487, 18678732, 19175917, 19339947, 19945727, 20046229, 20598516, 20621365, 21083525, 21152192, 22359547, 22934264, 23028638, 23166561, 23299481, 23632061, 24425712, 24428610, 24736562, 26358140, 26671708, 27052181, 27079147, 27375615, 28190711, 28792472, 28910354, 30337675, 30591657, 30873179, 30977191, 31333668, 31679840, 32089164, 32296423, 32395369, 32990354, 33361824, 33406733, 33615197, 34764955, 36157440, 36729338, 38213728, 38444507, 9560257","(MIP-1alpha -- chemokine, recruits immune cells.) AND (MIP-1beta -- chemokine, recruits immune cells.)"
CCL11,VEGFA,0.71,0.647887323943662,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,(Eotaxin-1 -- chemokine that recruits eosinophils.) AND (Vascular Endothelial Growth Factor A -- drives blood vessel formation (angiogenesis).)
CXCL9,GZMA,0.69,0.869565217391304,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(MIG -- interferon-gamma-induced chemokine, recruits T cells.) AND (Granzyme A -- cytotoxic enzyme released by NK/T cells.)"
CCL4,CXCL8,0.68,0.720588235294118,True,supported,0.4,conflicting,"The literature clearly supports a relationship between CCL4 (MIP-1beta) and CXCL8 (IL-8) as chemokines that are frequently co-expressed in inflammatory contexts. However, the INDRA data shows nearly equal counts of forward (20) vs reverse (19) directional statements with similar statement types, yielding a ""conflicting"" direction signal. The PubMed abstracts describe co-expression patterns but do not provide clear mechanistic evidence that CCL4 causally regulates CXCL8 expression specifically in the proposed direction. Both chemokines appear to be coordinately regulated by upstream inflammatory signals rather than one directly controlling the other.","16907924, 9552003, 10419655, 17556001, 24517278",conflicting,20.0,19.0,23.0,"15809354, 18489763, 19400824, 20031165, 20333310, 21687657, 22028149, 23564183, 24476686, 24918450, 26001902, 28542541, 28821274, 28893304, 28963880, 29599964, 29678603, 30078219, 30927923, 31969566, 32920000, 32990354, 34099032, 34122046, 9870313","18489763, 19400824, 22548192, 23564183, 24476686, 24918450, 26001902, 26316174, 26675405, 28542541, 28821274, 28893304, 28963880, 29599964, 30927923, 31969566, 32920000, 32990354, 34099032, 34122046, 8334226, 9870313","15809354, 18489763, 19400824, 20031165, 20333310, 21687657, 22028149, 22548192, 23564183, 24476686, 24918450, 26001902, 26316174, 26675405, 28542541, 28821274, 28893304, 28963880, 29599964, 29678603, 30078219, 30927923, 31969566, 32920000, 32990354, 34099032, 34122046, 8334226, 9870313","(MIP-1beta -- chemokine, recruits immune cells.) AND (Interleukin-8 -- chemokine that recruits neutrophils.)"
GZMA,CCL8,0.67,1.0,True,supported,0.6,supports_reverse_direction,"INDRA provides evidence for a relationship between GZMA and CCL8, with 1 reverse statement (CCL8 -> GZMA, Activation type) and 0 forward statements supporting the proposed direction. The directional signal from INDRA clearly favors the reverse direction. No PubMed abstracts were retrieved to provide additional context or contradict this finding.",,reverse,0.0,1.0,1.0,,9505194,9505194,"(Granzyme A -- cytotoxic enzyme released by NK/T cells.) AND (MCP-2 -- chemokine, recruits monocytes.)"
IL1RN,VEGFA,0.66,0.939393939393939,True,supported,0.5,conflicting,"INDRA provides evidence that a relationship exists between IL1RN and VEGFA through 2 forward statements (DecreaseAmount and Complex) and 1 reverse statement (Complex). However, the directional evidence is conflicting: while there is a DecreaseAmount statement supporting IL1RN->VEGFA, the Complex statements are bidirectional by nature. With no PubMed abstracts to provide additional context, and mixed directional signals from INDRA, we cannot confidently favor the proposed direction over the reverse.",,conflicting,2.0,1.0,2.0,"22074333, 38566083",22074333,"22074333, 38566083",(Interleukin-1 Receptor Antagonist -- dampens IL-1 inflammatory signaling.) AND (Vascular Endothelial Growth Factor A -- drives blood vessel formation (angiogenesis).)
IL10,FGF21,0.64,1.0,True,supported,0.6,supports_reverse_direction,"INDRA provides clear evidence that a relationship exists between IL10 and FGF21 (7 undirected statements). However, the directional evidence favors the reverse direction: 6 reverse statements (FGF21 -> IL10) with diverse mechanistic types (DecreaseAmount, Activation, IncreaseAmount, Inhibition) versus only 3 forward statements (IL10 -> FGF21), where 2 are non-directional Complex formations and only 1 is a directional Activation. The preponderance of directional causal evidence supports FGF21 regulating IL10 rather than the proposed direction.",,conflicting,3.0,6.0,7.0,"31998807, 33872851, 36209229","25601498, 28273637, 31998807, 32483404, 33872851, 36209229, 38220573, 39327594","25601498, 28273637, 31998807, 32483404, 33872851, 36209229, 38220573, 39327594",(Interleukin-10 -- major anti-inflammatory/regulatory cytokine.) AND (Fibroblast Growth Factor 21 -- metabolic hormone (fasting/stress response).)
TNFRSF1B,CXCL9,0.64,0.96875,True,supported,0.5,conflicting,"INDRA reports causal statements in both directions: 1 forward activation statement (TNFRSF1B -> CXCL9) and 1 reverse activation statement (CXCL9 -> TNFRSF1B), indicating a relationship exists but with conflicting directional evidence. No PubMed abstracts were retrieved to provide additional context or clarify the directionality. The equal counts of opposing directional statements make it impossible to favor one direction over the other.",,conflicting,1.0,1.0,2.0,"23623383, 26892362",35070748,"23623383, 26892362, 35070748","(TNF Receptor 2 (TNF-R2) -- receptor mediating TNF signaling.) AND (MIG -- interferon-gamma-induced chemokine, recruits T cells.)"
IL15,PDCD1,0.63,0.904761904761905,True,supported,0.6,conflicting,"The INDRA database provides substantial evidence for a relationship between IL15 and PDCD1, with 5 forward directional statements (IL15->PDCD1) and 3 reverse directional statements (PDCD1->IL15), plus 7 undirected statements. While this confirms these entities interact, the forward vs reverse counts (5 vs 3) show conflicting directional evidence without strong preference for either direction. No PubMed abstracts were available to provide additional context or directional support.",,conflicting,5.0,3.0,7.0,"23548749, 29872565, 30064894, 32159390, 35444279, 35660135, 36419058, 37190240, 37240385, 38022580, 38201551, 38212320, 38315680, 39627266, 40046051","29299180, 33599743, 35603788, 36683766, 38201551, 38315680, 40046051","23548749, 29299180, 29872565, 30064894, 32159390, 33599743, 35444279, 35603788, 35660135, 36419058, 36683766, 37190240, 37240385, 38022580, 38201551, 38212320, 38315680, 39627266, 40046051","(Interleukin-15 -- cytokine supporting NK and memory T cell homeostasis.) AND (PD-1 -- immune checkpoint receptor on T cells, dampens T cell activity.)"
IL18,CD8A,0.61,0.983606557377049,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Interleukin-18 -- pro-inflammatory cytokine, activates NK/T cells.) AND (CD8-alpha -- surface marker defining cytotoxic T cells.)"
VEGFA,CXCL11,0.61,0.868852459016394,True,inconclusive,,,No PubMed search results and no INDRA statements for this pair.,,none,0.0,0.0,0.0,,,,"(Vascular Endothelial Growth Factor A -- drives blood vessel formation (angiogenesis).) AND (I-TAC -- interferon-induced chemokine, recruits T cells.)"
LEP,IL18,0.61,1.0,True,supported,0.55,supports_proposed_direction,"INDRA provides substantial evidence for a relationship between LEP and IL18 with 8 forward directional statements (LEP->IL18) including Activation and IncreaseAmount types versus 6 reverse directional statements (IL18->LEP). The forward direction shows slightly more support with a broader range of causal mechanisms. However, the conflicting bidirectional evidence and absence of PubMed abstracts to validate the specific direction reduces confidence in the proposed LEP->IL18 direction.",,conflicting,8.0,6.0,10.0,"11923112, 19409578, 22040697, 22364914, 22732288, 24275551, 24424041, 29039567, 29503739, 30332900, 32360589, 33776917, 34912237, 36241073","12875675, 19409578, 22364914, 22732288, 31526865, 32108749, 32360589, 36087742, 36241073","11923112, 12875675, 19409578, 22040697, 22364914, 22732288, 24275551, 24424041, 29039567, 29503739, 30332900, 31526865, 32108749, 32360589, 33776917, 34912237, 36087742, 36241073","(Leptin -- hormone from fat tissue that regulates appetite/energy balance.) AND (Interleukin-18 -- pro-inflammatory cytokine, activates NK/T cells.)"
