feature_name,modality,source_column,rationale
pb.il1b_cd14_monocyte_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'il1b_cd14_monocyte'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.ilc_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'ilc'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.ilc_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'ilc'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.ilc_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'ilc'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.ilc_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'ilc'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.ilc_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'ilc'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.intermediate_monocyte_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'intermediate_monocyte'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.intermediate_monocyte_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'intermediate_monocyte'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.intermediate_monocyte_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'intermediate_monocyte'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.intermediate_monocyte_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'intermediate_monocyte'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.intermediate_monocyte_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'intermediate_monocyte'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd14_monocyte_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd14_monocyte'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd14_monocyte_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd14_monocyte'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd14_monocyte_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd14_monocyte'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd14_monocyte_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd14_monocyte'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd14_monocyte_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd14_monocyte'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd16_monocyte_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd16_monocyte'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd16_monocyte_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd16_monocyte'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd16_monocyte_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd16_monocyte'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd16_monocyte_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd16_monocyte'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd16_monocyte_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd16_monocyte'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd56dim_nk_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd56dim_nk_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd56dim_nk_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd56dim_nk_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd56dim_nk_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd56dim_nk_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd56dim_nk_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd56dim_nk_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cd56dim_nk_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cd56dim_nk_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cdc2_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cdc2'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cdc2_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cdc2'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cdc2_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cdc2'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cdc2_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cdc2'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_cdc2_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_cdc2'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_mait_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_mait'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_mait_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_mait'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_mait_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_mait'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_mait_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_mait'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_mait_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_mait'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd4_t_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd4_t_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd4_t_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd4_t_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd4_t_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd4_t_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd4_t_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd4_t_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd4_t_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd4_t_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd8_t_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd8_t_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd8_t_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd8_t_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd8_t_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd8_t_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd8_t_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd8_t_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_memory_cd8_t_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_memory_cd8_t_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_b_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_b_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_b_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_b_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_b_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_b_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_b_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_b_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_b_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_b_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd4_t_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd4_t_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd4_t_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd4_t_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd4_t_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd4_t_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd4_t_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd4_t_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd4_t_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd4_t_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd8_t_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd8_t_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd8_t_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd8_t_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd8_t_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd8_t_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd8_t_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd8_t_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.isg_naive_cd8_t_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'isg_naive_cd8_t_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd4_treg_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd4_treg'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd4_treg_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd4_treg'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd4_treg_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd4_treg'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd4_treg_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd4_treg'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd4_treg_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd4_treg'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd8_treg_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd8_treg'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd8_treg_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd8_treg'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd8_treg_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd8_treg'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd8_treg_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd8_treg'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrb1_memory_cd8_treg_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrb1_memory_cd8_treg'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_effector_vd1_gdt_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_effector_vd1_gdt'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_effector_vd1_gdt_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_effector_vd1_gdt'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_effector_vd1_gdt_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_effector_vd1_gdt'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_effector_vd1_gdt_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_effector_vd1_gdt'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_effector_vd1_gdt_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_effector_vd1_gdt'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_em_cd8_t_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_em_cd8_t_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_em_cd8_t_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_em_cd8_t_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_em_cd8_t_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_em_cd8_t_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_em_cd8_t_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_em_cd8_t_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_em_cd8_t_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_em_cd8_t_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_memory_cd4_t_cell'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_ifn_gamma,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_memory_cd4_t_cell'. Mean z-score over HALLMARK_INTERFERON_GAMMA_RESPONSE genes. Type II IFN / antiviral / CMV-driven ISG state. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_il2_stat5,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_memory_cd4_t_cell'. Mean z-score over HALLMARK_IL2_STAT5_SIGNALING genes. T cell survival / homeostatic proliferation; declines with aging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_inflammatory,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_memory_cd4_t_cell'. Mean z-score over HALLMARK_INFLAMMATORY_RESPONSE genes. TNF/IL-1/IL-6-driven inflammaging. Z-scored within cell type across 92 baseline samples. Included.
pb.klrf1_gzmb_cd27_memory_cd4_t_cell_tnfa_nfkb,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'klrf1_gzmb_cd27_memory_cd4_t_cell'. Mean z-score over HALLMARK_TNFA_SIGNALING_VIA_NFKB genes. NFkB regulatory arm; distinct from general inflammatory state. Z-scored within cell type across 92 baseline samples. Included.
pb.memory_cd4_treg_ifn_alpha,pseudobulk,"means layer (Seurat-normalized, log1p)",Pseudobulk L3 cell type 'memory_cd4_treg'. Mean z-score over HALLMARK_INTERFERON_ALPHA_RESPONSE genes. Type I IFN; pDC-produced; innate antiviral response. Z-scored within cell type across 92 baseline samples. Included.
